asin,text,title,location_and_date,verified,rating
B09G9FPHY6,"This is an upgrade from my old iPad mini and my old eyes are very appreciative. The larger screen is better for reading. I opted for the memory upgrade and have plenty of room for all my photos. Pluses include the picture quality, speed, and time to recharge.",Great screen image and speed.,"Reviewed in the United States on October 12, 2023",True,5.0
B09G9FPHY6,"A great little device that was a great upgrade from my iPad Air 2. Bigger screen and more responsive. The headphone jack is a huge plus because dealing with blue tooth all the time can be a headache, just another device to charge. For streaming, browsing, and light gaming (Marvel Snap), this is great!","Great Device, last version with headphone jack","Reviewed in the United States on October 13, 2023",True,5.0
B09G9FPHY6,I don't know much about the electronics. This ipad is amazing with the price it comes. I thought ipad were expensive but as I found this on amazon I decided to buy it. The screen size is big enough to split it into two apps in landscape mode. The screen rotates all 365 degrees around. It is quite fast in processing. It also accepts the apple pencil 1st generation which works quite good. I love to use it in class especially to plan my coursers and note taking. It is really lighter to carry too.,Amazing,"Reviewed in the United States on September 30, 2023",True,5.0
B09G9FPHY6,"This is my first Apple device. I have always felt their products were overpriced. Now in our economy everything is overpriced. The iPad is the only Apple device that I have even considered purchasing. I have several other brand tablets/laptops but just couldn't pass this up because of the good price. After hearing people praise Apple devices over other brands, there was a lot of hype to live up to. Bottom line, it was a little underwhelming, because of the hype. Taking the device at face value though, this is an excellent device. The pros: the processor and the battery life. I've been using it for over a month. This is the entry level iPad 9th gen but the A13 bionic chip is fast and able to handle multitasking very easily. Granted I only use this device really for entertainment(games, watching videos), browsing the web, checking emails, so I don't use it all day/every day. The battery lasts me a couple of days without charging. Even after watching videos for several hours I still don't have to charge it. The bezels make holding the device easier without blocking the screen. And because of it's 4:3 aspect ratio compared to other tablets 16:10 it makes watching videos/reading a more pleasant experience. I did buy a third party pencil to use with it. It works well for taking notes, there is a audible tap when using the pencil. I don't have any cons-the gestures take some getting used to. I just prefer other brands gestures, they seem more intuitive and useful to me. The screen is nice but it's not noticeably better than any of my other devices. Again this is the entry level iPad so for the price I think this is an excellent device. It should be able to handle most things you throw at it. I recommend this product and I'm glad I bought it.",My first and only Apple device and.....I like it!,"Reviewed in the United States on August 19, 2023",True,5.0
B09G9FPHY6,I have used this iPad for 3 days without charging it is still at 52 percent. It is really fast and holds a charge for so long! Not a bad price either from Amazon is a lot cheaper than target.,Long battery life,"Reviewed in the United States on October 17, 2023",True,5.0
B09G9FPHY6,"I love this iPad. I used to have the iPad Mini, because I liked the portable size, like a book, but now I'm happy with this one... it's not too big. The price was like $70 less than in the Apple web. I always buy my Apple stuff at the web, but this was a great option... and was the best decision.","Great price, great product!","Reviewed in the United States on October 9, 2023",True,5.0
B09G9FPHY6,Excellent IPad.  Fast shipping.  The only problem I had was transferring everything from my old IPad to my new one.  Mostly because of my age of trying to accomplish what I was supposed to do.,Apple Ipad,"Reviewed in the United States on October 18, 2023",True,5.0
B09G9FPHY6,"This was gift to myself. This is my first iPad. I have not put it down since it delivered two days ago!! The wide screen allows me to work on multiple things at once. I love that swipe in touchscreen capability makes navigating Internet documents very easy. Also, they have some great new features with the ability to edit messages after you send them how cool is that? It is a great device. I recommend it for not just students or executives. I highly recommend this device for anyone that’s never used an electronic device. It’s very easy to navigate very easy to use. I think you’ll be happy with your purchase.",Easy access across devices,"Reviewed in the United States on September 22, 2023",True,5.0
B09G9FPHY6,"I purchased this IPad tablet for the Point of Sale in my wife's store. As her very inexpensive IT guy my research indicated it will work perfectly as we transition from QuickBooks to Shopify based front end sales. The screen is crisp, bright and loads quickly.  Set up was easy. I will add to this review if anything comes up (good or bad) as we become familiar with Apple (we are android or Microsoft in everything else). We shifted to Apple because the consensus in the Shopify community is that it works better for this application.",Good Value,"Reviewed in the United States on September 25, 2023",True,5.0
B09G9FPHY6,"I was a little skeptical about buying an iPad from Amazon but I am really glad I did. It came in great condition and considering the price, it was a steal! It is a really good quality device and I am glad I found it for the price that it is compared to the ones in store.",IPAD,"Reviewed in the United States on October 8, 2023",True,5.0
B09G9FPHY6,"I always loved ipad, and this one definitely is the best you can get for the money you pay, good battery life, good screen performance and size, charges fast, and for my personal use is enough. I hesitate a lot buy this one or 10th gen or Air 5th but all of them give me exactly the same for my daily use so I buy the 9th and save. Also this uses lightning cable same that my currrent iphone and airpods so gets an ipad with usb-c cable wasn’t ideal for me right now. So keep that in mind too in your purchase.",Best value,"Reviewed in the United States on September 19, 2023",True,5.0
B09G9FPHY6,"I've never had an iPad before so I'm new at it. I like the size of the screen and it's clarity. Only problem I had was setting it up I put in a PW that I didn't know about and had 1 heck of a time getting it reset to factory settings. But all is well now. I'll know better next time, I hope!",Works for me,"Reviewed in the United States on September 29, 2023",True,5.0
B09G9FPHY6,"My previous iPad still operates [testimony to Apple’s amazing quality] but it is so old (2012 3rd Gen) it will only run a couple of the apps I enjoy using.  I had stopped using it years ago and grew accustomed to using my iPhone and multiple Mac computers instead.  However, several months back I decided to explore streaming music with a WiiM Pro and felt I needed a larger screen than my iPhone to control the WiiM and read about the music I was listening to via Qobuz.  So I decided to get a new iPad but didn’t need a laptop replacement (i.e., lots of processing power), or cutting edge screen.  And I wanted a “Goldilocks” size.  At around $250 this 9th Gen iPad is a fantastic bargain.It doesn’t have the heft or quality feel of my 3rd Gen, which is made out of steel, but it seems well put together.  The screen is only a tiny, tiny bit better but for what I do the screen is fine.  It’s plenty bright and responsive.  And, of course, it runs every app I choose to use flawlessly.  A few attributes blow me away, however.  Even with what’s now a slightly older processor (A13) it is very fast.  Battery life is staggering.  This iPad is so satisfying, I have switched my usage away from my phone, and even my TV’s to it.  It’s fantastic as a control device for the WiiM, great for recreational web surfing, and I have been using it as a display device for Xfinity Stream to watch local TV.  It’s also perfect for watching YouTube videos.It’s hard to emphasize enough what a screaming bargain this is now - mid 2013.",Rekindled My Fondness for Apple iPad,"Reviewed in the United States on August 5, 2023",True,5.0
B09G9FPHY6,I had 2 Apple mini iPads that were old and not working that great anymore. I bought the iPad because the price was good and to watch a show online. It works well and I do like the bigger screen. Setting it up from my iPhone was a bit tedious. The apps went all over the place. I still have to clean it up and move the Apps around. Overall I'm very happy with it!,So Far So Good,"Reviewed in the United States on September 29, 2023",True,5.0
B09G9FPHY6,"So I really like this iPad. As far as the screen size, although it’s larger than my old iPad really can’t tell the difference which is fine. Bought it for the price and iPads I think are already just the perfect size for the intended purpose.  Also not much difference in screen quality, but that was also already good. Touch screen is responsive even with glass screen protector and battery life, also no change. Depending on what you’re doing, just checking email- will last a week- surfing content- shopping, u tube, streaming, maybe 6-8hr. But what do you expect. Runs on a battery the harder it works the more battery it uses. No brained. My favorite thing was how easy it was to transfer all my stuff from my old iPad to the new one. And I’m not a computer genius. It practically did it all by itself. It walks you through the whole process when you start your set up. The old iPad does have to have a specific operating system requirement, so like my 1st iPad from like 2009 probably wouldn’t transfer over. So for the price I found this to be a good buy.",Easy to transfer over all my stuff from my old iPad,"Reviewed in the United States on September 1, 2023",True,5.0
B09G9FPHY6,I bought it for specific uses and it is holding up so smoothly. Doesn’t slow down doesn’t hiccup when loading something and is a total workhorse. I’ve tried other tablets with other operating systems and it just doesn’t compare to what this can do. Also pretty effective for some light screen time for kids learning.,Smooth tablet,"Reviewed in the United States on October 6, 2023",True,5.0
B09G9FPHY6,I just found out my heart isn't doing well so I decided I wanted to try Apple products and Wow I love my iPhone 11 and My 9th Gen iPad. I love them both.,Great product for the price,"Reviewed in the United States on October 18, 2023",True,5.0
B09G9FPHY6,Easy to hookup to the internet via wifi. No USB ports.  I've yet to try the charge port as a USB. Powers up fast. Stays powered up for a long time.,Works 100%,"Reviewed in the United States on October 9, 2023",True,5.0
B09G9FPHY6,"I love everything about this IPad Pro this was a great price, this is my 1st Apple product that I have been happy with and I truly love everything about it",Love love love,"Reviewed in the United States on October 9, 2023",True,5.0
B09G9FPHY6,"I’ve never felt a quote so accurate. I’m not an Apple guy tbh, I have an iPhone but if I had the chance I would immediately change it for an Android.But for so many years I’ve been looking for a tablet that could help me to do what I do in a better way. But I never expected that an iPad would help me with all that. This is by far a great product for me, great performance, beautiful screen, stunning battery life. I got a cheap Bluetooth keyboard and it works perfect, in fact, I’m writing this review with that keyboard and it’s working great, the iPad captures all the words I type and it feels like using a PC but waaaaay more portable.If you’re an student like me, you should definitely get this one, I’m still not an Apple fan, but this is a great product, that makes me realize Apple rules when it’s about tablets, like I said, I’ve used plenty of Android tablets, but I’ve never experienced something like this. And the best part? It includes a charger, you now how weird is that on these days?For me 64gb it’s more than enough, however, I would definitely recommend you to get the 256gb version, just in case. I feel this iPad will be with me a very long time. Also, get a keyboard and a cheap stylus to touch the screen and I promise you the experience you’ll get through this device will be great.",You don’t know you need one til’ you get one,"Reviewed in the United States on June 24, 2023",True,5.0
B09G9FPHY6,"Great IPad for our daughter. It was easy to set up with step by step directions, the design is sleek and easy to find a case to put on it and the picture is nice and clear. Win win!!","Easy Set-Up, Good Design and Clear Picture","Reviewed in the United States on October 2, 2023",True,5.0
B09G9FPHY6,"I have owned several iPads over the years and upgraded to this model after the new, highly over priced, iPad 10th generation model was released, Biggest gripe is this has the shortest battery life of any model I ever owned. Also, it will extremely slow if you use older charge cables so you must only use the newer cable. Aside from the poor battery life, this is a good product except that the screen is reflective, unlike iPads of a few generations earlier. The reflective screen was introduced a few years ago to help leverage the user to spend a lot more. Without lights in the background, the reflective screen is not a big issue, with lights it can be a minor annoyance.","Good Product, Poor Battery life","Reviewed in the United States on September 13, 2023",True,4.0
B09G9FPHY6,"The Apple iPad 9th Generation is a true testament to Apple's unwavering commitment to excellence. With its A13 Bionic chip at the core, this iPad delivers an exceptional performance that sets a new standard for speed and efficiency. Whether I'm multitasking between apps, editing photos, or indulging in graphics-intensive games, the A13 chip handles everything with remarkable ease and fluidity. The seamless experience is further amplified by the 10.2-inch Retina Display, which boasts stunning clarity and vibrant colors, making every image and video come to life. Whether I'm streaming my favorite shows, browsing the web, or immersing myself in creative projects, the display never fails to impress.With 64GB of storage, I never have to worry about running out of space for my apps, files, and memories. The iPad's ability to seamlessly integrate into the Apple ecosystem ensures a seamless experience across all my devices, from my iPhone to my Mac. The Wi-Fi connectivity keeps me effortlessly connected to the digital world, and with the support of Apple Pencil, I can unleash my creativity and take notes with incredible precision.In conclusion, the Apple iPad 9th Generation has exceeded all my expectations, and its outstanding performance, beautiful display, and seamless integration make it a must-have device for both productivity and entertainment. Whether you're a student, professional, or simply an avid tech enthusiast, this iPad is a worthy investment that brings joy and convenience to your daily life. Apple has once again proven why it remains at the forefront of innovation, and I couldn't be happier with my purchase.",The Apple iPad 9th Generation - Unleashing the Power of Innovation and Elegance!,"Reviewed in the United States on July 31, 2023",True,5.0
B09G9FPHY6,"The iPad9 design is outdated. It doesn't use the latest full-screen and narrow-bezel technology, and still uses round-dot buttons for a relatively modest appearance and low screen-to-body ratio. This is really intolerable, and at a glance you can tell it's not from this era. iPad9's A13 chip is actually okay, but the 3GB of RAM is really too small in today's eyes.But if you're just looking for a tablet to watch videos on, it does do the job perfectly well",The screen-to-body ratio is so low that you can tell at a glance that it's an outdated device.,"Reviewed in the United States on October 2, 2023",True,4.0
B09G9FPHY6,"My old iPad was over 15+ years old and even though it still worked, I felt I wanted a new iPad.  Love this one!  Color and ability to use was great. Easy to set up.",Replaced my old iPad with this!,"Reviewed in the United States on October 10, 2023",True,5.0
B09G9FPHY6,"I bought this as a replacement for a seventh- generation iPad that only had 32 GB of storage.  This new one performs flawlessly and has plenty of storage space (256 GB) that allows you to save pictures, videos, applications, and games.","This iPad is ninth-generation, but has plenty of storage space for pictures and videos.","Reviewed in the United States on October 2, 2023",True,5.0
B09G9FPHY6,Wife loves it. Uses it for a big variety of things. Gets alot of pleasure out of it. For the price it is a win winpurchase. Good product.,Wife Loves It,"Reviewed in the United States on October 10, 2023",True,5.0
B09G9FPHY6,I Purchased an iPad years ago at least 10-12 years ago and just hardly ever used. It wasn’t impressed with it at all. Recently purchased this iPad great price and I just do not have any complaints at all. It’s just great love the screen size and speed.,Love this iPad,"Reviewed in the United States on October 6, 2023",True,5.0
B09G9FPHY6,I carefully researched for an iPad that would be compatible for drawing and sketching because I love creating art. This ipad was affordable and works for everything I need it too and more. I was thrilled to find one that was what I needed and in a price range I could manage. Thank you SO much for providing me with what I have always dreamed for in an apple product. FYI the apple pen first Gen works with this iPad. I had to research a lot before purchasing one and I wanted to make sure it was compatible and it is the only one of the apple pens that works with this model.,Love It!,"Reviewed in the United States on September 17, 2023",True,5.0
B09G9FPHY6,Bought for my wife when she broke the screen on her previous iPad.  Screen is VERY nice and clear.  Transfer from the old iPad was very easy.,A really nice product,"Reviewed in the United States on October 16, 2023",True,5.0
B09G9FPHY6,I got this for school and it works well. It helps me write notes and what not. Thin and isn’t too heavy. Pairs well with other apple products.,Good for school,"Reviewed in the United States on October 17, 2023",True,5.0
B09G9FPHY6,"I can 3D sculpt, I can draw, I can do some simple cad. I can even animate or just watch some shows. Or even use it as a screen for my Mac! Very versatile and powerful device",I can do everything I want on it,"Reviewed in the United States on October 5, 2023",True,5.0
B09G9FPHY6,I needed a new iPad and chose this slightly older version due to price. My only regret was that I should have chosen one with more storage.,Good value for new iPad,"Reviewed in the United States on October 14, 2023",True,5.0
B09G9FPHY6,It was an upgrade from the one work had given me to use. Retired now so needed one it was a great price and easy to change info onto new iPad,Great,"Reviewed in the United States on August 23, 2023",True,5.0
B09G9FPHY6,"Bought the 2021 Ipad because it was so well priced and I basically just use it for streaming Netflix, etc.  Definitely worse than prior years (at least the one I bought was) with respect to battery life and touch screen sensitivity.  Threw the box away so can't return it, but would not buy this model again, even at the discounted price.",Touch screen and battery quality disappointing,"Reviewed in the United States on August 9, 2023",True,4.0
B09G9FPHY6,"I needed a basic iPad that would work for my small children and not cost me an arm and a leg. This is Apple's cheapest model and we are very embedded in their ecosystem so when it was on sale we bought it. It's exactly what we needed since we don't load a lot of apps for them, just streaming ones and a bunch of games. The screen looks great and best of all it works with the 1st gen Apple Pencil, which is a life saver as the kids love using coloring apps with it and will do it for an extended period of time.If you're looking for a basic iPad for your children or aging parents, I think this is a great buy, especially if you can get it a bit cheaper when it's on sale.",Works great for the kids,"Reviewed in the United States on September 3, 2023",True,5.0
B09G9FPHY6,"The screen is wide enough. No need to strain your eyes. My kid uses it for his home work, project work and to watch cartoons.",Value for money,"Reviewed in the United States on October 6, 2023",True,5.0
B09G9FPHY6,"My old iPad I liked so much, but my new one is so much better. I’m sure I will enjoy using my new one for a long time",Better ipad,"Reviewed in the United States on August 24, 2023",True,5.0
B09G9FPHY6,"I’m getting older, haven’t had a lot of luck with computers. Bought this iPad it does everything I need and then some. Love it, love it, love it!!!",Love this iPad!!!,"Reviewed in the United States on September 15, 2023",True,5.0
B09G9FPHY6,Purchased this device with a specific purpose in mind and that was to be able to slo-mo video my golf swing. Works great. Simple to setup and use. Great quality video. Nice video editing features.,Great Value for the Price!,"Reviewed in the United States on October 10, 2023",True,5.0
